5.3751,17.278,1.6,5.5996,0,1.6,5.8465,19,1.6,6.0589,2.6582,1.6
5.3751,17.278,1.6,5.4254,19,1.6,5.9811,0,1.6,6.0589,2.6582,1.6
5.3751,17.278,1.6,6.1918,19,1.6,10,10.969,1.6,6.0589,2.6582,1.6
5.3751,17.278,1.6,5.4403,19,1.867,5.717,11.69,3,6.0589,2.6582,1.6
5.3751,17.278,1.6,4.2849,19,1.6,0,12.23,1.6,6.0589,2.6582,1.6
5.3751,17.278,1.6,5.4403,19,1.2949,5.717,11.69,0,6.0589,2.6582,1.6
5.3751,17.278,1.6,0,13.21,1.6,10,5.641,1.6,6.0589,2.6582,1.6
5.3751,17.278,1.6,0,10.405,2.9163,0.34191,9.9679,3,6.0589,2.6582,1.6
5.3751,17.278,1.6,0,7.9059,1.6,4.5343,0,1.6,6.0589,2.6582,1.6
5.3751,17.278,1.6,0,10.405,0.09569,0.34191,9.9679,0,6.0589,2.6582,1.6
5.3751,17.278,1.6,5.5574,13.379,0,5.8993,6.0694,3,6.0589,2.6582,1.6
5.3751,17.278,1.6,5.717,7.3097,-2.2204e-16,5.9677,0,1.1733,6.0589,2.6582,1.6
5.3751,17.278,1.6,9.6581,9.9679,0,10,9.3844,0.12773,6.0589,2.6582,1.6
5.3751,17.278,1.6,10,14.009,1.6,-1.7764e-15,6.9406,1.6,6.0589,2.6582,1.6
5.3751,17.278,1.6,10,6.514,1.6,7.2011,0,1.6,6.0589,2.6582,1.6
5.3751,17.278,1.6,5.717,7.3097,3,5.9677,0,1.9733,6.0589,2.6582,1.6
5.3751,17.278,1.6,5.5346,13.866,3,5.8765,6.5567,0,6.0589,2.6582,1.6
5.3751,17.278,1.6,9.6581,9.9679,3,10,9.3844,2.8882,6.0589,2.6582,1.6
